time_us,rx_bytes,tx_bytes
0.0,0,0
605.7,0,0
1196.8,0,0
1777.5,0,0
2355.9,0,0
2933.4,0,0
3510.6,0,0
4087.5,0,0
4666.3,0,0
5243.4,0,0
5824.1,0,0
6402.4,0,0
6980.0,0,0
7559.5,0,0
8137.0,0,0
8715.2,0,0
9296.1,0,0
9875.2,0,0
10452.3,0,0
11033.4,0,0
11611.1,0,0
12187.8,0,0
12765.2,0,0
13344.5,0,0
13923.5,0,0
14501.6,0,0
15078.5,0,0
15655.8,0,0
16232.8,0,0
16810.8,0,0
17386.0,0,0
17961.3,0,0
18540.5,0,0
19118.6,0,0
19698.9,0,0
20275.7,0,0
20852.8,0,0
21431.0,0,0
22007.4,0,0
22584.2,0,0
23160.8,0,0
23738.1,0,0
24316.4,0,0
24894.8,0,0
25471.8,0,0
26049.4,0,0
26626.7,0,0
27204.1,0,0
27780.3,0,0
28363.2,0,0
28942.2,0,0
29521.5,0,0
30098.6,0,0
30676.3,0,0
31252.6,0,0
31831.0,0,0
32409.8,0,0
32987.4,0,0
33566.4,0,0
34143.6,0,0
34720.9,0,0
35306.1,0,0
35886.5,0,0
36466.3,0,0
37043.3,0,0
37621.8,0,0
38199.0,0,0
38777.8,0,0
39357.6,0,0
39936.6,0,0
40516.0,0,0
41094.9,0,0
41672.3,0,0
42248.7,0,0
42826.8,0,0
43404.5,0,0
43983.4,0,0
44563.7,0,0
45142.4,0,0
45720.0,0,0
46297.2,0,0
46876.6,0,0
47454.4,0,0
48031.9,0,0
48610.4,0,0
49187.0,0,0
49765.9,0,0
50345.2,0,0
50923.0,0,0
51499.9,0,0
52078.8,0,0
52657.2,0,0
53234.4,0,0
53813.2,0,0
54392.6,0,0
54971.1,0,0
55549.1,0,0
56127.0,0,0
56704.4,0,0
57282.8,0,0
57859.8,0,0
58437.9,0,0
59015.1,0,0
59595.0,0,0
60173.8,0,0
60752.1,0,0
61329.2,0,0
61906.6,0,0
62484.6,0,0
63061.2,0,0
63639.0,0,0
64216.1,0,0
64793.7,0,0
65372.9,0,0
65951.3,0,0
66530.2,0,0
67109.6,0,0
67689.1,0,0
68266.3,0,0
68843.9,0,0
69422.6,0,0
70002.0,0,0
70580.7,0,0
71157.8,0,0
71736.4,0,0
72313.9,0,0
72891.9,0,0
73469.8,0,0
74047.8,0,0
74625.5,0,0
75203.5,0,0
75782.2,0,0
76360.7,0,0
76938.3,0,0
77517.3,0,0
78094.7,0,0
78672.3,0,0
79250.9,0,0
79828.8,0,0
80407.9,0,0
80987.1,0,0
81565.0,0,0
82143.5,0,0
82721.0,0,0
83298.6,0,0
83877.0,0,0
84457.2,0,0
85036.0,0,0
85617.7,0,0
86195.8,0,0
86773.1,0,0
87353.2,0,0
87931.6,0,0
88508.7,0,0
89085.7,0,0
89662.6,0,0
90239.8,0,0
90817.1,0,0
91397.0,0,0
91975.3,0,0
92552.9,0,0
93131.0,0,0
93709.7,0,0
94287.0,0,0
94864.2,0,0
95441.5,0,0
96019.0,0,0
96595.9,0,0
97173.3,0,0
97750.7,0,0
98330.7,0,0
98909.3,0,0
99487.0,0,0
100064.2,0,0
100642.4,0,0
101221.1,0,0
101800.6,0,0
102381.0,0,0
102958.6,0,0
103537.9,0,0
104116.1,0,0
104695.5,0,0
105272.5,0,0
105848.2,0,0
106425.4,0,0
107002.8,0,0
107581.3,0,0
108158.0,0,0
108736.8,0,0
109313.7,0,0
109890.7,0,0
