time_us,rx_bytes,tx_bytes
0.0,0,0
598.7,0,0
1191.4,0,0
1782.3,0,0
2371.7,0,0
2961.5,0,0
3551.0,0,0
4140.8,0,0
4721.5,0,0
5306.4,0,0
5889.1,0,0
6469.6,0,0
7052.0,0,0
7634.0,0,0
8215.9,0,0
8798.0,0,0
9379.2,0,0
9960.9,0,0
10540.9,0,0
11122.2,0,0
11702.5,0,0
12283.1,0,0
12864.3,0,0
13445.9,0,0
14028.4,0,0
14608.7,0,0
15188.7,0,0
15769.0,0,0
16348.9,0,0
16931.7,0,0
17512.3,0,0
18093.0,0,0
18674.3,0,0
19254.9,0,0
19836.4,0,0
20416.4,0,0
20996.2,0,0
21576.4,0,0
22155.7,0,0
22734.7,0,0
23314.9,0,0
23896.9,0,0
24477.1,0,0
25058.6,0,0
25638.8,0,0
26219.3,0,0
26799.8,0,0
27379.9,0,0
27959.7,0,0
28546.8,0,0
29127.8,0,0
29708.6,0,0
30291.7,0,0
30872.8,0,0
31452.4,0,0
32033.5,0,0
32614.8,0,0
33194.8,0,0
33775.2,0,0
34355.4,0,0
34936.4,0,0
35517.4,0,0
36098.4,0,0
36678.9,0,0
37259.4,0,0
37841.1,0,0
38421.0,0,0
39002.9,0,0
39584.6,0,0
40164.5,0,0
40746.3,0,0
41327.8,0,0
41909.5,0,0
42490.2,0,0
43071.3,0,0
43654.7,0,0
44236.5,0,0
44817.5,0,0
45398.2,0,0
45978.2,0,0
46560.1,0,0
47143.7,0,0
47725.6,0,0
48307.6,0,0
48891.9,0,0
49473.4,0,0
50054.8,0,0
50636.9,0,0
51219.4,0,0
51801.4,0,0
52382.6,0,0
52964.5,0,0
53545.0,0,0
54128.0,0,0
54709.9,0,0
55291.8,0,0
55878.8,0,0
56461.6,0,0
57044.2,0,0
57625.1,0,0
58207.1,0,0
58788.8,0,0
59370.0,0,0
59951.8,0,0
60534.6,0,0
61117.4,0,0
61697.8,0,0
62278.9,0,0
62860.5,0,0
63443.5,0,0
64026.5,0,0
64607.3,0,0
65188.9,0,0
65770.4,0,0
66353.5,0,0
66936.3,0,0
67517.2,0,0
68097.3,0,0
68678.8,0,0
69260.4,0,0
69844.4,0,0
70427.5,0,0
71010.9,0,0
71591.8,0,0
72173.7,0,0
72756.6,0,0
