time_us,rx_bytes,tx_bytes
0.0,0,0
602.6,0,0
1193.8,0,0
1783.9,0,0
2373.8,0,0
2965.2,0,0
3555.4,0,0
4145.2,0,0
4734.6,0,0
5324.7,0,0
5906.2,0,0
6486.3,0,0
7067.9,0,0
7649.8,0,0
8229.7,0,0
8811.2,0,0
9391.3,0,0
9973.0,0,0
10552.7,0,0
11133.8,0,0
11715.8,0,0
12298.3,0,0
12879.5,0,0
13465.5,0,0
14051.2,0,0
14634.2,0,0
15214.5,0,0
15794.7,0,0
16376.7,0,0
16956.9,0,0
17536.9,0,0
18117.4,0,0
18705.3,0,0
19291.2,0,0
19872.1,0,0
20451.9,0,0
21032.3,0,0
21615.2,0,0
22195.0,0,0
22775.7,0,0
23356.6,0,0
23937.5,0,0
24519.2,0,0
25099.2,0,0
25678.9,0,0
26259.3,0,0
26841.2,0,0
27423.2,0,0
28002.7,0,0
28591.9,0,0
29172.5,0,0
29754.2,0,0
30338.0,0,0
30920.9,0,0
31503.0,0,0
32082.5,0,0
32662.2,0,0
33243.8,0,0
33825.7,0,0
34406.6,0,0
34986.5,0,0
35565.3,0,0
36143.9,0,0
36723.3,0,0
37303.6,0,0
37885.5,0,0
38466.7,0,0
39046.5,0,0
39627.3,0,0
40207.5,0,0
40787.4,0,0
41369.2,0,0
41949.2,0,0
42531.6,0,0
43112.5,0,0
43695.2,0,0
44277.2,0,0
44857.7,0,0
45439.1,0,0
46018.9,0,0
46598.6,0,0
47284.1,0,0
47866.0,0,0
48448.8,0,0
49031.2,0,0
49611.9,0,0
50193.7,0,0
50775.5,0,0
51358.8,0,0
51940.6,0,0
52523.4,0,0
53104.9,0,0
53685.6,0,0
54266.3,0,0
54848.3,0,0
55430.7,0,0
56011.9,0,0
56594.2,0,0
57175.6,0,0
57756.5,0,0
58337.6,0,0
58920.2,0,0
59502.2,0,0
60085.0,0,0
60666.6,0,0
61247.0,0,0
61827.9,0,0
62409.6,0,0
62991.7,0,0
63577.8,0,0
64162.0,0,0
64743.1,0,0
65324.1,0,0
65906.5,0,0
66487.9,0,0
67070.5,0,0
67656.2,0,0
68237.5,0,0
68819.2,0,0
69400.5,0,0
69984.3,0,0
70567.3,0,0
71147.9,0,0
71728.1,0,0
72308.9,0,0
72892.0,0,0
73474.7,0,0
74058.7,0,0
74640.5,0,0
75221.9,0,0
75804.7,0,0
76387.3,0,0
76968.8,0,0
77550.0,0,0
78131.5,0,0
78712.5,0,0
79293.2,0,0
79873.6,0,0
80457.4,0,0
81039.7,0,0
81620.9,0,0
82202.2,0,0
82785.6,0,0
83368.1,0,0
83950.0,0,0
84532.0,0,0
85112.8,0,0
85694.7,0,0
86277.1,0,0
86858.6,0,0
87439.2,0,0
88020.4,0,0
88601.2,0,0
89184.3,0,0
89770.7,0,0
90351.3,0,0
90932.3,0,0
91513.5,0,0
92094.1,0,0
92675.3,0,0
93257.2,0,0
93838.5,0,0
94419.4,0,0
95001.4,0,0
95582.6,0,0
96163.5,0,0
96746.0,0,0
97327.5,0,0
97907.5,0,0
98488.5,0,0
99069.3,0,0
99652.7,0,0
100236.1,0,0
100817.6,0,0
101399.6,0,0
101980.7,0,0
102561.8,0,0
103142.1,0,0
103723.4,0,0
104304.5,0,0
104886.3,0,0
105468.8,0,0
106050.2,0,0
106633.3,0,0
107214.6,0,0
107798.1,0,0
108380.9,0,0
108962.2,0,0
109542.8,0,0
110125.3,0,0
110706.7,0,0
111288.9,0,0
111870.2,0,0
112450.6,0,0
113031.6,0,0
113615.1,0,0
114199.3,0,0
114782.9,0,0
115363.0,0,0
115943.5,0,0
116524.6,0,0
117109.8,0,0
117692.8,0,0
118274.1,0,0
118857.3,0,0
119439.4,0,0
120022.7,0,0
120605.7,0,0
121186.3,0,0
121766.6,0,0
122347.0,0,0
122928.6,0,0
123510.0,0,0
124091.1,0,0
124674.1,0,0
125257.6,0,0
125838.9,0,0
126420.1,0,0
127001.2,0,0
127583.4,0,0
128169.8,0,0
128754.9,0,0
129336.8,0,0
129918.1,0,0
130499.2,0,0
131081.2,0,0
131662.3,0,0
132242.7,0,0
132825.3,0,0
133407.0,0,0
133990.5,0,0
134570.8,0,0
135152.0,0,0
135733.7,0,0
136317.2,0,0
136903.5,0,0
137484.1,0,0
138065.0,0,0
138645.5,0,0
139226.8,0,0
139809.7,0,0
140390.1,0,0
140970.2,0,0
141552.4,0,0
142135.9,0,0
142719.1,0,0
143300.6,0,0
143881.5,0,0
144461.8,0,0
145044.0,0,0
145626.8,0,0
146207.4,0,0
146788.0,0,0
147368.2,0,0
147948.0,0,0
148530.1,0,0
149110.8,0,0
149693.0,0,0
150273.9,0,0
150853.9,0,0
151435.9,0,0
152017.5,0,0
152600.0,0,0
153179.7,0,0
153760.8,0,0
154341.4,0,0
154921.8,0,0
155504.4,0,0
156087.5,0,0
156668.2,0,0
157249.1,0,0
157830.4,0,0
158410.3,0,0
158990.1,0,0
159570.7,0,0
160152.0,0,0
160732.5,0,0
161314.1,0,0
161894.3,0,0
162476.1,0,0
163058.8,0,0
163646.6,0,0
164228.3,0,0
164813.0,0,0
165396.5,0,0
165979.7,0,0
166560.8,0,0
167142.4,0,0
167723.4,0,0
168303.4,0,0
168889.0,0,0
169469.3,0,0
170049.0,0,0
170629.7,0,0
171210.9,0,0
171792.1,0,0
172372.9,0,0
172953.5,0,0
173534.2,0,0
174115.7,0,0
174696.1,0,0
175275.6,0,0
175857.7,0,0
176438.5,0,0
177020.8,0,0
177601.7,0,0
178184.2,0,0
178766.0,0,0
179348.5,0,0
179929.0,0,0
180509.1,0,0
181092.0,0,0
181675.0,0,0
182255.3,0,0
182838.3,0,0
183419.1,0,0
184000.3,0,0
184581.1,0,0
185163.9,0,0
185746.3,0,0
186326.1,0,0
186905.7,0,0
187488.3,0,0
188071.0,0,0
188651.7,0,0
189232.5,0,0
189812.8,0,0
190393.5,0,0
190976.0,0,0
191559.2,0,0
192139.3,0,0
192719.7,0,0
193299.9,0,0
193881.9,0,0
194463.6,0,0
195045.1,0,0
195626.6,0,0
196207.5,0,0
196788.9,0,0
197370.0,0,0
197953.1,0,0
198535.5,0,0
199117.0,0,0
199697.4,0,0
200276.9,0,0
200859.0,0,0
201441.4,0,0
202022.7,0,0
202603.6,0,0
203184.1,0,0
203764.4,0,0
204346.1,0,0
204928.7,0,0
205511.1,0,0
206092.8,0,0
206675.3,0,0
207256.7,0,0
207836.7,0,0
208419.0,0,0
209001.7,0,0
209582.1,0,0
210163.5,0,0
210744.2,0,0
211326.0,0,0
211909.7,0,0
212491.2,0,0
213072.0,0,0
213654.2,0,0
214237.5,0,0
214820.0,0,0
215400.0,0,0
215980.6,0,0
216561.4,0,0
217142.1,0,0
217724.0,0,0
218306.5,0,0
218887.4,0,0
219468.9,0,0
220050.9,0,0
220633.7,0,0
221216.2,0,0
221797.7,0,0
222379.0,0,0
222960.8,0,0
223543.7,0,0
224125.2,0,0
224706.1,0,0
225287.1,0,0
225869.3,0,0
226451.0,0,0
227031.8,0,0
227616.6,0,0
228197.6,0,0
228778.0,0,0
229358.3,0,0
229938.6,0,0
230521.6,0,0
231104.6,0,0
231686.3,0,0
232267.0,0,0
232847.6,0,0
233428.7,0,0
234010.5,0,0
234592.8,0,0
235175.8,0,0
235756.2,0,0
236337.0,0,0
236917.8,0,0
237499.8,0,0
238082.2,0,0
238663.0,0,0
239244.3,0,0
239825.4,0,0
240405.6,0,0
240988.0,0,0
241568.7,0,0
242149.7,0,0
242731.0,0,0
243311.1,0,0
243893.7,0,0
244478.3,0,0
245060.1,0,0
245640.8,0,0
246221.7,0,0
246802.5,0,0
247382.8,0,0
247963.7,0,0
248544.1,0,0
249124.7,0,0
249706.8,0,0
250287.3,0,0
250870.2,0,0
251453.4,0,0
252035.1,0,0
252615.2,0,0
253195.7,0,0
253778.2,0,0
254360.8,0,0
254941.5,0,0
255521.8,0,0
256102.5,0,0
256685.5,0,0
257268.1,0,0
257849.3,0,0
258430.1,0,0
259010.0,0,0
259589.8,0,0
260170.8,0,0
260753.8,0,0
261334.5,0,0
261917.0,0,0
262498.1,0,0
